"group_code","group_id","group_name"
"mcc523",5437,"McGary Chiropractic Clinic"
"drmc pca curwen",5438,"Penn Highlands Family Medicine"
"phfmcurwensville",5439,"Penn Highlands Family Medicine - Curwensville"
"drmcneurology",5440,"Penn Highlands Neurology"
"29730duboisip",5441,"Penn Highlands Ophthalmology"
"phortho145_206",5442,"Penn Highlands Orthopaedics"
"10474dubois",5443,"Penn Highlands Orthopaedics"
"drmc orthopedic",5444,"Penn Highlands Orthopaedics - Fracture Clinic"
"ph90_215d",5445,"Penn Highlands Plastic Surgery"
"13489",5446,"Penn Highlands Pulmonary/Sleep Medicine"
"phr867",5447,"Penn Highlands Rheumatology - Abrams"
"phr621",5448,"Penn Highlands Rheumatology - Newsome"
"drmc urology",5449,"Penn Highlands Urology"
"podassoc90",5450,"Podiatry Associates of DuBois"
"55765",5451,"Roemer, Paul B MD"
"summutrehupmc89",5452,"Summit Rehabilitation Associates - UPMC"
"trucare190_1",5453,"TruCare Internal Medicine & Infectious Diseases"
"univortho145",5454,"University Orthopedics Center"
"vrc865",5455,"Vitreo Retinal Consultants Inc"
"oea-rey",5456,"O'Bryon Eye Associates, LLC"
"reynoldsvillemc",5457,"Penn Highlands Reynoldsville Medical Center"
"reychiro",5458,"Reynoldsville Chiropractic Life Center LLC"
"33491",5459,"Wineberg-Zeitler, Jennifer R MD"
"aghcard240",5460,"AGH Cardiology"
"drmgwomen240",5461,"DRMG Multi Specialty Practice - Women's Care"
"drmgpeds2834",5462,"DRMG Pediatrics - Brookville"
"laurelcos50",5463,"Laurel Cosmetic & Plastic Surgery LLC"
"lec-brookville",5464,"Laurel Eye Clinic"
"alleghenyhealth",5465,"Penn Highlands Brookville RHC"
"drmcfp",5466,"Penn Highlands Family Medicine"
"chapasted",5467,"Penn Highlands General Surgery"
"drmcbpc",5468,"Penn Highlands Lung Center"
"brookvilleuro",5469,"Penn Highlands Urology"
"aghcardclar24drln",5470,"AGH Cardiology"
"aghmci162",5471,"AGH McGinnis Cardiovascular Institute"
"agh neurowood",5472,"AGH Neurosurgery"
"aghradonc1",5473,"AGH Radiation Oncology"
"50414clarion",5474,"Chaddah, Ashok, MD, LLC"
"29730clearfield",5475,"Penn Highlands Ophthalmology - Clarion"
"summitrehupmc18",5476,"Summit Rehabilitation Associates - UPMC"
"rehab65",5477,"The Rehab Centre, Inc."
"10521 tobyhanna",5478,"Covington, Darell MD"
"pmcpac100",5479,"Family Care Centers Inc - Cardiology"
"pmcgensurg100",5480,"Family Care Centers Inc - General Surgery"
"pmcphysician",5481,"Family Care Centers Inc - Internal Medicine"
"mountain family",5482,"Family Care Centers Inc - Mountain Family Care"
"pmcortho100",5483,"Family Care Centers Inc - Orthopedics"
"pocono ob tobyh",5484,"Family Care Centers Inc -Obstetrics and Gynecology"
"e strouds orth",5485,"Mountain Valley Orthopaedics"
"62865tobyhanna",5486,"Nicholas P Maro DPM"
"pocono eye toby",5487,"Pocono Eye Associates Inc"
"pocono podiatry",5488,"Pocono Podiatry Associates"
"footanklectrmtp",5489,"Regional Foot and Ankle Center PC"
"shaikh peds",5490,"Shaikh Pediatrics"
"urology poconos",5491,"Urology Associates of the Poconos, Inc."
"valleyor300",5492,"Valley Oral & Maxillofacial Surgery PC"
"pmcpapc1089",5493,"Family Care Centers Inc - Primary Care"
"gshmc1592",5494,"Bon Secours Charity Health Sys. Medical Group, PC"
"dingmed",5495,"Dingmans Medical"
"pmchemonc1952",5496,"Family Care Centers Inc - Hematology/Med Oncology"
"pmcobgyn1592",5497,"Family Care Centers Inc -Obstetrics and Gynecology"
"familyeye1409",5498,"Family Eye Care of NEPA PC"
"1942211248b",5499,"Northeastern Gastroenterology Associates"
"family sports",5500,"Family and Sports Chiropractic"
"24522",5501,"Killian, Gerald J., O.D."
"20884mtpocono",5502,"Loomis, James C DPM"
"northeasteyepocsum",5503,"Northeastern Eye Institute"
"santasania",5504,"Santasania Eye Care"
"adveyecare2055",5505,"Advanced Eyecare Specialists"
"activehe",5506,"Active Health"
"advchiro113",5507,"Advanced Chiropractic of Milford"
"gshmc104",5508,"Bon Secours Charity Health Sys. Medical Group, PC"
"gshmc601",5509,"Bon Secours Charity Health System Medical Group PC"
"cencichiro",5510,"Cenci Chiropractic"
"1386839488",5511,"DMG Internal Medicine LLG"
"fischer102",5512,"Dr. John Fischer"
"sussexfootankle",5513,"Frankel Foot & Ankle Center"
"55073",5514,"Hartey, Thomas J DC"
"102wheat",5515,"John A Fischer OD"
"mddltwnchc221",5516,"Middletown Community Health Center Inc"
"peds-milford",5517,"Pediatric Practices of NEPA"
"11312milford",5518,"Tri County Ear Nose Throat PC"
"11314milford",5519,"Tri County Ear Nose Throat, PC"
"tri-state eye",5520,"Tri-State Eye Inc"
"upperdelawareval",5521,"Upper Delaware Valley Cancer Center"
"1952320244",5522,"West Orange Medical Associates, PC"
"zaleskioptical",5523,"Zaleski Optical Gallery"
"bonsecours906",5524,"Bon Secours Charity Health System Inc"
"pocoral16",5525,"Pocono Oral & Maxillofacial Surgery Center"
"toc120",5526,"The Optical Center"
"advancedeye2915",5527,"Advanced Eye Specialists LLC"
"advvein",5528,"Advanced Vein and Laser Center Inc"
"34342",5529,"Bene, Catherine, M.D."
"25729",5530,"Ellis, Craig W., D.P.M."
"fha-ply",5531,"Family Health Associates"
"herchiro",5532,"Heritage Chiropractic"
"39522",5533,"Klaskin, Bruce D DO"
"69121",5534,"Krajewski, Walter M DO"
"40320a",5535,"Lebouitz, Stanton S., M.D."
"martinpod",5536,"Martin Foot and Ankle"
"greensprings_chs",5537,"Memorial Family Medicine at Greensprings"
"memorialped2860",5538,"Memorial Pediatric Specialists"
"york_uro_chs2930",5539,"Memorial Urology Specialists"
"osshosp3230",5540,"OSS Health Foot & Ankle Specialists"
"osshealth1938",5541,"OSS Health Internal Medicine"
"1578881652",5542,"OSS Orthopaedic Hospital LLC"
"pedshealthas",5543,"Pediatric Health Associates, PC"
"pafs2410",5544,"Premier Ankle & Foot Specialists PC"
"queenstfp",5545,"Queen Street Family Practice, P.C."
"retinaccyk2",5546,"Retina Care Center"
"27784",5547,"Schoedel, Christianne, M.D."
"rdaly",5548,"Security Family Medicine LLC"
"famhlthctr",5549,"The Family Health Center"
"tiruch2350",5550,"Vasudevan Tiruchelvam MD"
"weaver eye york",5551,"Weaver Eye Associates"
"wsderm296",5552,"WellSpan Dermatology"
"wellspanendoyork",5553,"Wellspan Endocrinology"
"eastyorkfam",5554,"WellSpan Family Medicine - Plymouth Rd"
"wellspangastro2350",5555,"WellSpan Gastroenterology"
"applehillintmed370",5556,"WellSpan Internal Medicine - Apple Hill"
"wsimfreedomway",5557,"WellSpan Internal Medicine - Freedom Way"
"yorkhosppainctr",5558,"WellSpan Interventional Pain Management"
"wellspanneph",5559,"Wellspan Nephrology"
"wellspanneuro",5560,"Wellspan Neurology"
"wellspanneuyork",5561,"WellSpan Neurosurgery"
"wsortoh2250",5562,"WellSpan Orthopedics"
"wellspanphys",5563,"WellSpan Physiatry"
"1245490515c",5564,"Wellspan Plastic Surgery"
"wellspanlung",5565,"Wellspan Pulmonary & Sleep Medicine"
"wellspanrhyork",5566,"Wellspan Rheumatology"
"1528158904",5567,"York Eye Associates of East York"
"yorktwnurl",5568,"YorkTowne Urology PC"
"clearfocus1715",5569,"Clear Focus Eye Care, PC"
"l david cruse a",5570,"Cruse Eye Care Specialties"
"fha-sus",5571,"Family Health Associates"
"fmayork",5572,"Family Medicine Associates of York"
"hecgyork",5573,"Horizon Eye Care Group"
"memfammedgreen510",5574,"Memorial Family Medicine at Greenbrier"
"stfm_york_chs",5575,"Memorial Family Medicine at Susquehanna Trail"
"paf500",5576,"Premier Ankle & Foot Specialists PC"
"weaver eye yrk2",5577,"Weaver Eye Associates"
"yorktownefam",5578,"WellSpan Family Medicine - Bannister St"
"wllspanfam1401",5579,"WellSpan Family Medicine - Roosevelt Ave"
"famfirhealth",5580,"Family First Health Corporation"
"ppnmyork728",5581,"Planned Parenthood Keystone"
"wellbridges605",5582,"Wellspan Bridges to Health"
"yorkhospcomm",5583,"WellSpan Community Health Center"
"whg116",5584,"Womens Healthcare Group"
"eyeyk",5585,"Eyes of York Cataract and Laser Center"
"fha-ken",5586,"Family Health Associates"
"martinpod2069",5587,"Martin Foot and Ankle"
"york_obgyn_chs",5588,"Memorial OBGYN Specialists"
"centralparehab",5589,"Morganstein DeFalcis Rehabilitation Institute"
"22143",5590,"Nickles, Julie P DO"
"osterchi",5591,"Osterberg Chiropractic Centre, PC"
"partfh",5592,"Partners in Family Health"
"30022",5593,"Sullivan, James J., D.O."
"yorkrehab",5594,"York Rehabilitation Associates PC"
"fha-bon",5595,"Family Health Associates"
"hunt hill eye c",5596,"Hunters Hill Eye Center"
"hayshirefam",5597,"WellSpan Family Medicine - Hayshire"
"stonybrookfam",5598,"WellSpan Family Medicine - Stony Brook"
"yorkwomenlinhwy",5599,"WellSpan OB/GYN"
"robinalan1600",5600,"Alan L Robin MD PA"
"allasthcon",5601,"Allergy & Asthma Consultants Inc"
"apple471201762",5602,"Apple Hill Eye Center"
"applehillgyn",5603,"Apple Hill Gynecology"
"apple hill pod",5604,"Apple Hill Podiatry Associates"
"assocfm",5605,"Associates in Family Medicine"
"beech tree pod",5606,"Beech Tree Podiatry P.C."
"50863",5607,"Bene, David, M.D."
"cancercr",5608,"Cancer Care Associates of York Inc"
"31957",5609,"Carol L St George DO"
"35962",5610,"Cherry, Scott M., M.D."
"dermsksurgctryk",5611,"Dermatology and Skin Surgery Center of York"
"emi phys york",5612,"Electrodiagnostic Medicine Group Ltd"
"eec",5613,"Elmwood Eye Center"
"51988",5614,"Etter, Russel H., M.D."
"famfirhealth415",5615,"Family First Health Corporation"
"fha-mon",5616,"Family Health Associates"
"gastroyork",5617,"Gastroenterology Associates of York PC"
"105390",5618,"Gregg W Peters OD"
"int med consult",5619,"Internal Medicine Consultants of York"
"jhsurgyork300",5620,"JH WellSpan Health York PA Clinic"
"keystoneeye",5621,"Keystone Eye Care Group"
"lsa",5622,"Leader Surgical Associates"
"mchenryesk",5623,"McHenry-Eskridge Associates, PC"
"memhptlgrp",5624,"Memorial Hospital Group"
"memorialneuro325",5625,"Memorial Hospital Group"
"york_uro_chs",5626,"Memorial Hospital Group Urology"
"surg_ctr_york_chs",5627,"Memorial Hospital Outpatient Surgery Center"
"meminfdis1600",5628,"Memorial Infectious Disease Specialists"
"elmwood ctr med",5629,"Memorial Internal Medicine at Elmwood"
"memooutpt1785",5630,"Memorial Outpatient Clinic"
"mementcar_chs",5631,"Memorial Surgical Specialists"
"1346488343",5632,"Mid Atlantic Eye Consultants"
"ebfp_chs",5633,"Mill Creek Family Medicine"
"nephyork",5634,"Nephrology Associates of York, PC"
"opthyork",5635,"Ophthalmology Associates of York LLP"
"osi",5636,"Orthopedic Surgery Institute, Inc."
"oss1750",5637,"OSS Health East"
"painmedyk",5638,"Pain Medicine of York LLC"
"ped care yorkpc",5639,"Pediatric Care of York PC"
"retocc-york",5640,"Pennsylvania Retina Specialists PC"
"plasticrec",5641,"Plastic and Reconstructive Surgery"
"saiedymd25",5642,"Samer Saiedy MD PA"
"shrews",5643,"Shrewsbury Primary Care Medicine"
"31944",5644,"Surer, Jacques L., Jr., D.O."
"surgspecyork",5645,"Surgical Specialists of York"
"thomashartfp",5646,"Thomas Hart Family Practice Center"
"univmdeye1600",5647,"University of MD Eye Associates PA"
"univmdeye325",5648,"University of MD Eye Associates PA"
"uay25",5649,"Urology Associates of York PC"
"38119",5650,"Vohra, Surinder, M.D."
"welladolped2050",5651,"WellSpan Adolescent & Pediatric Gynecology"
"wellspanbariatric25",5652,"WellSpan Bariatric Surgery"
"wscardiology25",5653,"WellSpan Cardiology"
"wellspancardyork",5654,"WellSpan Cardiothoracic Surgery"
"wssurg1601",5655,"WellSpan General Surgery"
"wellspanger1001",5656,"WellSpan Geriatrics"
"centerforaging2",5657,"WellSpan Geriatrics"
"yorkgynonc",5658,"WellSpan Gynecologic Oncology"
"wellspaninfdis",5659,"WellSpan Infectious Disease Specialists"
"applehillintmed",5660,"WellSpan Internal Medicine - Apple Hill"
"maternalgeo",5661,"WellSpan Maternal Fetal Medicine"
"maternalmon",5662,"WellSpan Maternal Fetal Medicine"
"wellspanclinweight",5663,"Wellspan Medical Weight Management"
"neonatalassocyork",5664,"WellSpan Neonatology"
"neonatalogy2050",5665,"WellSpan Neonatology"
"wsneuro55",5666,"WellSpan Neurology"
"yorkwomenqueenst",5667,"WellSpan OB/GYN"
"wellspanortho2319",5668,"WellSpan Orthopedics"
"wellspanorth290",5669,"WellSpan Orthopedics"
"94352_548",5670,"Columbia Eye-Care"
"columbiarhc",5671,"Columbia Regional Health Center"
"dermphysinccolu",5672,"Dermatology Physicians Inc"
"maygrtcolum",5673,"Doctors May-Grant Associates"
"ffhcolumbia369",5674,"Family First Health Corporation"
"15146",5675,"Hernandez, Janairo F., M.D."
"twinrosecolumb",5676,"LGHP/Penn Medicne Family Medicine Twin Rose"
"osshealth306",5677,"OSS Health Foot & Ankle Specialists"
"surgicalspec",5678,"Surgical Specialists of Lancaster"
"cfcc",5679,"Susquehanna Spine and Joint Center"
"twinrosewrights",5680,"LGHP/Penn Medicine Family Medicine Wrightsville"
"mountvillefp",5681,"Mountville Family Practice"
"wellspanim423",5682,"WellSpan Internal Medicine - Washington St"
"maternalwash",5683,"WellSpan Maternal Fetal Medicine"
"wsoncololgy40",5684,"WellSpan Medical Oncology & Hematology"
"wsweight450",5685,"WellSpan Medical Weight Management"
"wellspanneph40",5686,"WellSpan Nephrology"
"wellspanneuroget",5687,"Wellspan Neurology"
"wellspanneurosurg40",5688,"WellSpan Neurosurgery"
"adamscowomens",5689,"WellSpan OB/GYN"
"gettyorth",5690,"Wellspan Orthopedics"
"wsphysiatry40",5691,"WellSpan Physiatry"
"1245490515d",5692,"Wellspan Plastic Surgery"
"wellspanlung2",5693,"Wellspan Pulmonary & Sleep Medicine"
"wellspanradste102",5694,"WellSpan Radiology and Radiation Oncology"
"wellspanrhgetty",5695,"Wellspan Rheumatology"
"wsurogyn450",5696,"WellSpan Urogynecology & Pelvic Reconstructive Sur"
"wsurology450",5697,"WellSpan Urology Group"
"1760610364",5698,"Wetzel Family Medicine"
"complete",5699,"Complete Family Foot Care Center"
"littcfh",5700,"Hanover Medical Group - Family Medicine"
"littlestownopt407",5701,"Littlestown Optical"
"littlestownfam",5702,"WellSpan Family Medicine - Littlestown"
"wellspannephlit",5703,"Wellspan Nephrology"
"mfp70",5704,"McSherrystown Family Practice"
"34914",5705,"Carroll, Alan L., M.D."
"emmits",5706,"Osteopathic Primary Care Center"
"adamshan250",5707,"Adams Hanover ENT"
"adamyork",5708,"Adams-Hanover Urology Associates PC"
"1992082226",5709,"Advanced Otolaryngology & Allergy LLC"
"allasthcon420",5710,"Allergy & Asthma Consultants Inc"
"129431",5711,"Banks, Sarah A., D.P.M."
"bloodcncr691",5712,"Blood and Cancer Center"
"cherrytree",5713,"Cherry Tree Physician Associates, PC"
"36002",5714,"Cho, Inwha, M.D."
"cornerstnsurg",5715,"Cornerstone Surgical LLC"
"emi phys hanover",5716,"Electrodiagnostic Medicine Group Ltd"
"eec2",5717,"Elmwood Eye Center"
"famfirhealthhan",5718,"Family First Health Corporation"
"gettycancerctr195",5719,"Gettysburg Cancer Center"
"hanofampracassoc",5720,"Hanover Family Practice Associates"
"hanoverfamilyprac",5721,"Hanover Family Practice Associates"
"hanofamilypracassoc",5722,"Hanover Family Practice Associates"
"hanoverftank",5723,"Hanover Foot and Ankle"
"hanovermedgrpadultmed",5724,"Hanover Medical Group - Adult Med, Multispecialty"
"hanovercard",5725,"Hanover Medical Group - Cardiology"
"hanovermedgrp1404",5726,"Hanover Medical Group - Family Medicine"
"hanoverfamcare",5727,"Hanover Medical Group - Family Medicine"
"hanovermedcardfame",5728,"Hanover Medical Group - Pulmonology"
"hanhlth",5729,"Hanover Medical Group - Surgical Oncology, Endosco"
"hanoveruro250",5730,"Hanover Medical Group - Urology"
"hanpulmsleep250",5731,"Hanover Medical Group Pulmonary & Sleep Medicine"
"hanwound3130",5732,"Hanover Medical Group Total Wound Care Center"
"115587",5733,"Hanover Medical Group-Grandview Family & Adult Med"
"hanoverpedassoc",5734,"Hanover Pediatric Associates, PC."
"hanoverwomens",5735,"Hanover Women's Health Care"
"hfec1201",5736,"Hemler Family Eye Care"
"hillsidegastro",5737,"Hillside Gastroenterology & Nutrition Inc"
"hillside internal",5738,"Hillside Internal Medicine, PC"
"hillsidemp",5739,"Hillside Medical Practice"
"hmgendo3130",5740,"HMG Endocrinology Grandview"
"hmghillside250_205b",5741,"HMG Hillside Family & Adult Medicine"
"1477613693",5742,"Holtz Family Chiropractic"
"40320b",5743,"Lebouitz, Stanton S., M.D."
"20714",5744,"Marc A Hirsh MD"
"martinpod1010",5745,"Martin Foot and Ankle"
"paris",5746,"Michael J Paris DPM"
"minimally",5747,"Minimally Invasive Spine Institute"
"hanoverobgyn20",5748,"Mountain View OB-GYN"
"murillo",5749,"Murillo, Oscar F., MD, LLC"
"nephhan250",5750,"Nephrology Associates of York"
"thurmontfam",5751,"WellSpan Family Medicine - Thurmont"
"jhcphager12916",5752,"JHCP at Hagerstown"
"urolctrmd",5753,"The Urological Center PA"
"cumb1150hage",5754,"Cumberland Valley Retina Consultants PC"
"ludwick1150",5755,"Ludwick Eye Center"
"cenpasurg11110",5756,"Weight Loss Clinic - Hagerstown"
"jhfrederickpeduro45",5757,"JH at Frederick - Pediatric Urology"
"jhlivertransplant45",5758,"JH Liver Transplant & Hepatology Program"
"jhpedcard45_109",5759,"JH Pediatric Cardiology at Frederick"
"jhwilmeroptometry87",5760,"JH Wilmer Eye Institute at Frederick - Optometry"
"jhcpfred45",5761,"JHCP at Frederick"
"jhfrederick45",5762,"JHCP Frederick - Urology"
"jhwilmer87",5763,"Johns Hopkins Wilmer Eye Institute - Frederick"
"univmdpedfreder",5764,"University of MD Pediatric Associates PA"
"1245333467",5765,"Daley Family Eye Care, PC"
"bilofskyc",5766,"Elliott Bilofsky DO"
"fcmc214",5767,"Fulton County Medical Center"
"jcblairfcmc214",5768,"Fulton County Medical Center"
"7815",5769,"Fulton County Medical Center"
"fcmc_milroth318",5770,"Fulton County Medical Center - Milroth Family Prac"
"fcmcuro214",5771,"Fulton County Medical Center - Urology"
"44563",5772,"Lane, Joey L., Optometrist"
"orthoinspamc214",5773,"Orthopedic Institute of Pennsylvania"
"pc214",5774,"Pulmonary Consultants"
"bmaent214",5775,"UPMC Altoona BMA - ENT"
"milroth",5776,"William L. Milroth, MD"
"osshealth470",5777,"OSS Health Hanover"
"1428",5778,"Phillips, Christine A MD"
"paf1157",5779,"Premier Ankle & Foot Specialists PC"
"premveinspec250",5780,"Premier Vein Specialists, LLC"
"retinacchan",5781,"Retina Care Center"
"1508979808",5782,"South Penn Eye Care"
"mayseyecare",5783,"The May Eye Care Center"
"thurhanover",5784,"Thurman, David J., O.D."
"wscardio250",5785,"WellSpan Cardiothoracic Surgery"
"mfm460",5786,"WellSpan Family Medicine - Clover Lane"
"hanover_fm100",5787,"WellSpan Family Medicine - Frederick St"
"wsgastro795",5788,"Wellspan Gastroenterology"
"wsmedonchem795_2",5789,"WellSpan Medical Oncology & Hematology"
"wsnephrology795",5790,"WellSpan Nephrology"
"yorkwomenhanover",5791,"WellSpan OB/GYN"
"wsortho207",5792,"WellSpan Orthopedics"
"wsradonc773",5793,"WellSpan Radiology and Radiation Oncology"
"wsvasc250",5794,"WellSpan Vascular Surgery"
"eastberlinft2",5795,"East Berlin Foot and Ankle Center PC"
"hmgfmecsg",5796,"Hanover Medical Group - Family Medicine & Express"
"hmgfmsg",5797,"Hanover Medical Group -Family Medicine -S Hanover"
"1477613693b",5798,"Holtz Family Chiropractice"
"mainstreetfamily med",5799,"Main Street Family Medicine of Spring Grove Inc"
"hanoverobgyn2030",5800,"Mountain View OB-GYN"
"springgrovefamily",5801,"Spring Grove Family Care Center"
"ccpaltoona1414",5802,"CCP-Altoona Pediatrics"
"cenpacard",5803,"Central PA Cardiology"
"ddi",5804,"Digestive Disorders Inc."
"13873",5805,"Donald G Snyder Jr OD"
"6708",5806,"Hormell, J Grant MD"
"ilumina301",5807,"Ilumina Life Center PC"
"16669",5808,"Kansal, Kusam R., M.D."
"20945",5809,"Keiser, Johnette, O.D."
"keystonederm",5810,"Keystone Dermatology & Ctr for Skin Surgery"
"11360altoona2",5811,"Kornel Lukacs MD"
"11360altoona1",5812,"Kornel Lukacs MD"
"lmc",5813,"Lakemont Medical"
"lifechiro911",5814,"Lifetime Chiropractic LLC"
"mainline1400_upmc",5815,"Mainline Medical Associates"
"16347",5816,"Manickam Sankaran MD"
"15237",5817,"McKinney, Henry D., M.D."
"mfvc6031",5818,"Milanak Family Vision Center"
"22569",5819,"Morgan, Vincent F., M.D."
"painmedyk301",5820,"Pain Medicine of York LLC"
"pediatric heath",5821,"Pediatric Healthcare Associates"
"physrehabsport",5822,"Physical Rehabilitation Industrial & Sports Medici"
"pleasantvalley",5823,"Pleasant Valley Cardiology"
"qualitycare",5824,"Quality Care Medical Center, PC"
"rameshchopra",5825,"Ramesh K.Chopra MD PC"
"43157altoona",5826,"Repko, James M., O.D."
"uoc3000",5827,"University Orthopedics Center Ltd"
"upmcplsntcard",5828,"UPMC Altoona Pleasant Valley Cardiology"
"stationmedctr",5829,"UPMC Altoona Station Medical Center"
"upmc2918",5830,"UPMC Altoona Women’s Health & Laser Care"
"39912 altoona",5831,"Verma, Rakesh C., M.D."
"schroeder217",5832,"William Schroeder DC"
"whlc",5833,"Women's Health and Laser Care PC"
"allegbrainspine",5834,"Allegheny Brain and Spine Surgeons"
"altoonafhc",5835,"Altoona Community Health Center"
"altoona endo",5836,"Altoona Endocrine Services, LLC"
"altoonafamphys",5837,"Altoona Family Physicians"
"altob501a107",5838,"Altoona Family Physicians Family Centered OB & GYN"
"althandsurg1701",5839,"Altoona Hand & Wrist Surgery LLC"
"althrtvas",5840,"Altoona Heart & Vas. Institute"
"altoonaheart620",5841,"Altoona Heart & Vascular Institute"
"altoonapulmed",5842,"Altoona Hospital - Pulmonary Medicine"
"altoona lung",5843,"Altoona Lung Specialists"
"altoonaobgyn",5844,"Altoona OB/Gyn Associates Inc"
"altoona card",5845,"Altoona Regional Health System-Cardiology"
"raposas-501",5846,"Angel Q Raposas MD PC"
"bmasurg620",5847,"Blair Medical Associates, Department of Surgery"
"bmaortho801",5848,"Blair Medical Associates, Dept of Orthopaedics"
"bmasurgery",5849,"Blair Medical Associates, Dept of Surgery"
"bmasurgtrma",5850,"Blair Medical Associates, Dept of Surgery/Trauma"
"blairnephrology",5851,"Blair Nephrology Associates, Inc."
"blair neur alto",5852,"Blair Neurologic Associates"
"blair renal",5853,"Blair Renal Associates, Inc."
"23464",5854,"Bossinger, Steven O MD"
"cardassocalt",5855,"Cardiology Associates of Altoona LLP"
"cpapg2727_a",5856,"Central PA Physicians Group"
"cpapa-altoona",5857,"Central PA Podiatry Associates PC"
"covesurgassocal",5858,"Cove Surgical Associates"
"doctors walkin",5859,"Doctor's Walk-In Care Inc"
"entassoc3341",5860,"Ear Nose and Throat Associates of Central PA PC"
"rifkah120",5861,"Elias M. Rifkah, MD"
"eyedoc",5862,"EyeDoc Associates LLC"
"hpa-alt",5863,"Hollidaysburg Pediatric Associates"
"hyperb_wound",5864,"Hyperbaric and Wound Care Services, LLC"
"jwchaltoona",5865,"Janet Weis Children's Hospital Pediatric Specialty"
"blair int med a",5866,"K Siripala MD and Associates Inc"
"mnpgtyrone117",5867,"Mount Nittany Physician Group - Tyrone"
"mt view eye",5868,"Mountain View Eye Associates"
"pawankgupta",5869,"Pawan K Gupta MD LLC"
"magee",5870,"R. Samuel Magee, M.D., PC"
"1225009509",5871,"Reinhardt Family Practice PC"
"revicoaltoo",5872,"Retina Vitreous Consultants"
"29300",5873,"Sullivan, Robert D., M.D."
"29554",5874,"Swain, Asha L., M.D."
"circcenterdunc",5875,"The Circulatory Center of PA Inc"
"traficante3010",5876,"Traficante Family Chiropractic"
"bedfordadvvein723",5877,"Advanced Vein Care"
"walmartvisionduncan",5878,"Alianiello Eye Associates, PC"
"aaocduncan",5879,"Altoona Arthritis and Osteoporosis Center"
"blairmedduncasv",5880,"Blair Medical Associates"
"cec108",5881,"Clearview Eye Consultants LLC"
"laurelcos176",5882,"Laurel Cosmetic & Plastic Surgery LLC"
"lec-altoona",5883,"Laurel Eye Clinic"
"centarimler",5884,"Richard Centar OD & Ryan D Imler OD PC"
"cardassocrs",5885,"Cardiology Associates of Altoona LLP"
"cenpacard99",5886,"Central PA Cardiology"
"covefamily",5887,"Cove Family Practice Inc"
"covesurgassoc",5888,"Cove Surgical Associates"
"heatonfp",5889,"Heaton Family Practice"
"13723",5890,"Jones, Larry W., M.D."
"nasonpediatrics",5891,"Nason Pediatrics"
"nason obgyn",5892,"Nason Physician Practices LLC - OB/GYN"
"uoc121",5893,"University Orthopedics Center Ltd"
"tyronemed4",5894,"Tyrone Medical Associates - Ejianreh"
"tmatipton4371",5895,"Tyrone Medical Associates - Levinson"
"upcancer",5896,"Univ of Pittsburgh Cancer Institute Cancer Service"
"29652",5897,"UPMC Altoona"
"bmaent501",5898,"UPMC Altoona BMA - ENT"
"arhshrtvasc",5899,"UPMC ARHS Heart & Vascular Institute"
"jcblairbroadtop4133",5900,"Broad Top Area Medical Center"
"broad top",5901,"Broad Top Area Medical Center"
"millerdwight",5902,"Dwight R. Miller, DC"
"southcoveloysbu",5903,"Southern Cove Medical Associates"
"lhg1100",5904,"Lankenau Heart Group"
"lpobgyn1100_105a",5905,"Lawrence Park OB/GYN Associates"
"mainlineendo1100",5906,"Main Line Endocrinology"
"mlhcc1100",5907,"MLHC Conshohocken"
"9001710e",5908,"Stephen J Renzi DO PC"
"ugastrohep1",5909,"University Gastroenterology & Hepatology Assoc"
"uphspennmedradrheum250",5910,"Penn Medicine at Radnor - Rheumatology"
"uphspmrho",5911,"Penn Medicine Radnor - Hematology Oncology"
"pennmedsurgoncrad250",5912,"Penn Medicine Surgical Oncology Radnor"
"pennradradnor",5913,"Penn Radiology-Penn Medicine-Radnor"
"uphs-community radiology radnor",5914,"Penn Radiology-Penn Medicine-Radnor"
"uphs-penncare adolescent assoc",5915,"UPHS-Penn Care- Adolescent and Young Adult As"
"uphs-penn health for women",5916,"UPHS-Penn Health for Women @ Radnor"
"uphs-penn medicine at radnorrenal",5917,"UPHS-Penn Med at Radnor/Renal Electrolyte/Hyperten"
"uphs-penn medicine at radnor",5918,"UPHS-Penn Medicine at Radnor"
"uphs-penn medicine at radnor2",5919,"UPHS-Penn Medicine at Radnor"
"uphs-penn medicine at radnor3",5920,"UPHS-Penn Medicine at Radnor"
"uphs-penn medicine at radnor4",5921,"UPHS-Penn Medicine at Radnor"
"uphs-penn med at radnor sleep med",5922,"UPHS-Penn Medicine at Radnor - Division of Sl"
"uphsradgastro250",5923,"UPHS-Penn Medicine at Radnor - Gastroenterology"
"uphsradnorgastro250",5924,"UPHS-Penn Medicine at Radnor - Gastroenterology"
"uphs- radiation onc 250",5925,"UPHS-Penn Medicine at Radnor - Radiation Oncology"
"uphs-penn medicine at radnor diabetes",5926,"UPHS-Penn Medicine at Radnor- Diabetes"
"uphs-penn med at radnor thor surg",5927,"UPHS-Penn Medicine at Radnor- Thoracic Surger"
"childsurg210",5928,"Children’s Surgical Associates LTD"
"childhca210",5929,"Childrens Health Care Associates @ King of Prussia"
"chcakopcardio",5930,"Childrens Health Care Associates @ King of Prussia"
"csa550",5931,"Children's Surgical Associates, LTD"
"chopcnallery210",5932,"CHOP Care Network @ King of Prussia Specialty Care"
